0, 0, 2
0, 0, 43
0, 1, 119
0, 0, 199
0, 0, 279
0, 0, 355
0, 0, 423
1, 1, 472
3, 6, 531
0, 7, 611
0, 6, 691
1, 9, 748
0, 7, 820
1, 7, 889
3, 9, 964
8, 4, 1044
16, 0, 1117
15, 2, 1197
16, 5, 1251
16, 4, 1311
16, 9, 1391
16, 16, 1471
16, 16, 1541
16, 15, 1610
16, 16, 1683
16, 15, 1763
15, 16, 1843
16, 16, 1921
16, 16, 2001
16, 16, 2060
14, 16, 2140
15, 15, 2220
15, 11, 2298
16, 9, 2378
16, 3, 2434
15, 8, 2500
16, 6, 2570
16, 0, 2636
15, 0, 2706
16, 0, 2786
16, 0, 2860
16, 0, 2933
16, 0, 3004
15, 0, 3076
16, 0, 3146
15, 1, 3226
16, 0, 3306
15, 0, 3379
15, 0, 3455
12, 0, 3528
14, 1, 3595
14, 0, 3674
10, 0, 3731
8, 1, 3805
4, 1, 3869
6, 1, 3949
5, 0, 4018
8, 1, 4090
9, 1, 4170
9, 2, 4246
9, 7, 4326
11, 4, 4405
15, 0, 4471
15, 0, 4540
16, 0, 4617
16, 0, 4690
16, 0, 4770
16, 0, 4840
16, 0, 4896
15, 1, 4976
15, 0, 5045
16, 0, 5114
16, 0, 5187
16, 0, 5267
15, 1, 5336
14, 0, 5416
11, 1, 5496
7, 0, 5569
16, 0, 5628
16, 0, 5701
16, 0, 5781
16, 1, 5861
16, 0, 5935
16, 0, 6003
15, 1, 6068
13, 0, 6148
11, 0, 6228
8, 0, 6298
8, 0, 6378
2, 0, 6446
0, 0, 6507
0, 0, 6571
1, 0, 6651
4, 0, 6728
9, 1, 6801
3, 1, 6876
0, 0, 6952
0, 0, 7012
1, 0, 7067
0, 0, 7131
0, 0, 7200
0.068 0.096 0.1   0.072 0.076 0.116 0.112 0.086 0.1   0.12  0.13  0.08
 0.12  0.118 0.124 0.086
