16, 16, 8
16, 16, 84
16, 16, 164
16, 16, 244
16, 16, 324
16, 16, 393
16, 15, 462
16, 16, 536
14, 16, 616
9, 16, 691
10, 16, 771
16, 16, 827
14, 16, 907
16, 15, 986
16, 8, 1057
15, 10, 1130
16, 16, 1209
16, 15, 1256
16, 16, 1327
15, 15, 1389
16, 16, 1446
16, 16, 1515
15, 15, 1595
16, 10, 1675
16, 3, 1753
15, 0, 1833
13, 0, 1913
10, 0, 1975
11, 1, 2042
5, 0, 2115
5, 0, 2195
5, 0, 2275
3, 0, 2345
9, 0, 2418
4, 0, 2480
0, 1, 2560
0, 0, 2640
0, 0, 2710
0, 1, 2774
0, 0, 2850
0, 1, 2906
2, 3, 2968
0, 4, 3048
1, 9, 3116
1, 16, 3166
0, 15, 3236
0, 15, 3293
0, 16, 3371
0, 16, 3451
0, 15, 3528
2, 8, 3608
0, 13, 3688
0, 12, 3766
0, 16, 3812
0, 16, 3852
1, 16, 3916
0, 16, 3996
0, 16, 4076
1, 16, 4154
1, 16, 4230
0, 16, 4285
0, 16, 4336
0, 16, 4416
0, 15, 4489
0, 15, 4529
0, 15, 4596
0, 10, 4665
1, 7, 4734
0, 1, 4814
1, 0, 4893
0, 0, 4973
0, 0, 5031
0, 0, 5096
0, 2, 5172
0, 0, 5252
0, 1, 5331
0, 2, 5406
0, 0, 5479
0, 0, 5556
1, 0, 5636
5, 0, 5707
2, 0, 5776
1, 0, 5844
1, 0, 5920
1, 0, 6000
0, 0, 6080
0, 0, 6152
1, 0, 6196
2, 0, 6271
0, 0, 6351
0, 0, 6431
0, 0, 6511
0, 0, 6587
1, 1, 6640
3, 0, 6700
2, 0, 6772
0, 0, 6852
0, 0, 6932
0, 0, 6995
0, 0, 7075
2, 0, 7144
0.112 0.12  0.078 0.106 0.096 0.122 0.088 0.096 0.102 0.144 0.09  0.108
 0.112 0.136 0.108 0.11
