0, 0, 5
0, 0, 63
0, 0, 131
0, 0, 211
0, 0, 291
0, 0, 366
0, 0, 432
0, 0, 504
0, 0, 580
0, 0, 660
0, 0, 736
0, 0, 804
0, 0, 872
0, 0, 952
0, 0, 1032
0, 0, 1112
0, 0, 1184
0, 0, 1256
0, 0, 1324
0, 0, 1404
0, 0, 1484
0, 0, 1552
0, 0, 1624
0, 0, 1700
0, 0, 1780
0, 0, 1860
0, 0, 1936
0, 0, 2016
0, 0, 2092
0, 0, 2164
0, 0, 2244
0, 0, 2324
0, 0, 2400
0, 0, 2464
0, 0, 2536
0, 0, 2616
0, 0, 2692
0, 0, 2748
0, 0, 2808
0, 0, 2868
0, 0, 2948
0, 0, 3028
0, 0, 3104
0, 0, 3184
0, 0, 3256
0, 0, 3336
0, 0, 3416
0, 0, 3496
0, 0, 3576
0, 0, 3648
0, 0, 3708
0, 0, 3788
0, 0, 3868
0, 0, 3936
0, 0, 4008
0, 0, 4072
0, 0, 4132
0, 0, 4208
0, 0, 4288
0, 0, 4368
0, 0, 4436
0, 0, 4516
0, 0, 4580
0, 0, 4648
0, 0, 4728
0, 0, 4804
0, 0, 4884
0, 0, 4964
0, 0, 5028
0, 0, 5068
0, 0, 5136
0, 0, 5184
0, 0, 5260
0, 0, 5340
0, 0, 5420
0, 0, 5492
0, 0, 5564
0, 0, 5628
0, 0, 5692
0, 0, 5772
0, 0, 5832
0, 0, 5912
0, 0, 5972
0, 0, 6040
0, 0, 6116
0, 0, 6192
0, 0, 6256
0, 0, 6336
0, 0, 6416
0, 0, 6496
0, 0, 6572
0, 0, 6648
0, 0, 6728
0, 0, 6796
0, 0, 6856
0, 0, 6932
0, 0, 7000
0, 0, 7080
0, 0, 7160
0, 0, 7240
0, 0, 7308
0.096 0.08  0.108 0.066 0.096 0.08  0.108 0.066 0.092 0.08  0.108 0.064
 0.094 0.082 0.108 0.066
