16, 0, 3
16, 0, 76
16, 0, 156
16, 0, 236
16, 0, 316
16, 0, 386
16, 0, 415
16, 0, 488
16, 0, 568
16, 0, 648
16, 0, 728
16, 0, 791
16, 0, 854
16, 0, 926
16, 0, 1006
16, 0, 1086
16, 0, 1148
16, 0, 1200
16, 0, 1263
16, 0, 1342
16, 0, 1420
16, 0, 1500
16, 0, 1580
16, 0, 1648
16, 0, 1701
16, 0, 1775
16, 0, 1845
16, 0, 1921
16, 0, 1994
16, 0, 2049
16, 0, 2118
16, 0, 2198
16, 0, 2268
16, 0, 2348
16, 0, 2425
16, 0, 2479
16, 0, 2558
16, 0, 2636
16, 0, 2712
16, 0, 2792
16, 0, 2856
16, 0, 2936
16, 0, 3016
16, 0, 3085
16, 0, 3162
16, 0, 3224
16, 0, 3282
16, 0, 3362
16, 0, 3442
16, 0, 3513
16, 0, 3586
16, 0, 3661
16, 0, 3737
16, 0, 3817
16, 0, 3897
16, 0, 3961
16, 0, 4021
16, 0, 4091
16, 0, 4171
16, 0, 4251
16, 0, 4331
16, 0, 4396
16, 0, 4466
16, 0, 4546
16, 0, 4626
16, 0, 4706
16, 0, 4771
16, 0, 4845
16, 0, 4914
16, 0, 4994
16, 0, 5074
16, 0, 5153
16, 0, 5204
16, 0, 5276
16, 0, 5356
16, 0, 5436
16, 0, 5516
16, 0, 5585
16, 0, 5633
16, 0, 5705
16, 0, 5785
16, 0, 5865
16, 0, 5936
16, 0, 6005
16, 0, 6072
16, 0, 6152
16, 0, 6232
16, 0, 6312
16, 0, 6384
16, 0, 6445
16, 0, 6525
16, 0, 6605
16, 0, 6685
16, 0, 6765
16, 0, 6827
16, 0, 6890
16, 0, 6964
16, 0, 7044
16, 0, 7122
16, 0, 7190
16, 0, 7259
0.082 0.062 0.086 0.08  0.088 0.054 0.088 0.098 0.104 0.07  0.112 0.11
 0.118 0.096 0.12  0.12
