N,L,score,idlePercent
0,0,0.0,1.0
0,0,65.0,0.8699999999999999
0,0,190.0,0.8099999999999999
0,0,315.0,0.7899999999999999
0,0,440.0,0.78
0,0,565.0,0.774
0,0,690.0,0.77
0,0,815.0,0.7671428571428571
0,0,940.0,0.765
0,0,1065.0,0.7633333333333333
0,0,1265.0,0.747
0,0,1515.0,0.7245454545454546
0,0,1765.0,0.7058333333333333
0,0,2015.0,0.6899999999999998
0,0,2390.0,0.6585714285714286
0,0,2815.0,0.6246666666666666
0,0,3315.0,0.5856250000000001
0,0,3815.0,0.5511764705882353
0,0,4315.0,0.5205555555555554
0,0,4815.0,0.49315789473684213
0,0,5315.0,0.4685
0,0,5815.0,0.4461904761904762
0,0,6315.0,0.42590909090909096
0,0,6815.0,0.4073913043478261
0,0,7315.0,0.3904166666666667
0,0,7815.0,0.3748
0,0,8315.0,0.3603846153846153
0,0,8815.0,0.34703703703703703
0,0,9315.0,0.33464285714285713
0,0,9815.0,0.32310344827586207
0,0,10315.0,0.3123333333333333
0,0,10815.0,0.30225806451612897
0,0,11315.0,0.29281250000000003
0,0,11815.0,0.283939393939394
0,0,12315.0,0.27558823529411763
0,0,12815.0,0.2677142857142857
0,0,13315.0,0.2602777777777777
0,0,13815.0,0.25324324324324327
0,0,14315.0,0.24657894736842106
0,0,14815.0,0.24025641025641026
0,0,15315.0,0.23425
0,0,15750.0,0.23170731707317077
0,0,16125.0,0.23214285714285712
0,0,16500.0,0.23255813953488375
0,0,16875.0,0.2329545454545455
0,0,17250.0,0.23333333333333334
0,0,17625.0,0.23369565217391303
0,0,18000.0,0.23404255319148937
0,0,18375.0,0.234375
0,0,18750.0,0.23469387755102042
0,0,19050.0,0.238
0,0,19350.0,0.24117647058823527
0,0,19850.0,0.23653846153846153
0,0,20350.0,0.23207547169811327
0,0,20725.0,0.23240740740740745
0,0,21050.0,0.23454545454545453
0,0,21300.0,0.23928571428571424
0,0,21550.0,0.24385964912280703
0,0,21800.0,0.24827586206896549
0,0,22050.0,0.25254237288135595
0,0,22300.0,0.25666666666666665
0,0,22550.0,0.26065573770491807
0,0,22800.0,0.2645161290322581
0,0,23050.0,0.2682539682539682
0,0,23300.0,0.271875
0,0,23550.0,0.27538461538461545
0,0,23800.0,0.27878787878787875
0,0,24050.0,0.28208955223880594
0,0,24300.0,0.28529411764705886
0,0,24550.0,0.28840579710144926
